Time,Normalized Dimensionless Airflow
0.032,0.880759757405071
0.04475,0.9097061942425363
0.0575,0.9369643822829634
0.07025,0.9608518970518095
0.083,0.9799482545870503
0.09575,0.9931921028581396
0.1085,0.9999424925221255
0.12125,1.0
0.134,0.9935880853603027
0.14675,0.9812992926080675
0.1595,0.9640142734764308
0.17225,0.9428038232336642
0.185,0.9188249871771107
0.19775,0.8932218034000342
0.2105,0.8670395416814367
0.22325,0.8411587296692826
0.236,0.8162523187426171
0.24875,0.7927665288762342
0.2615,0.7709235856383198
0.27425,0.7507428963149169
0.287,0.7320762200964538
0.29975,0.7146519832398414
0.3125,0.6981239413161887
0.32525,0.6821197580600158
0.338,0.6662856409520023
0.35074999999999995,0.6503238827175412
0.3635,0.6340209878676155
0.37625,0.6172650112411605
0.389,0.6000517677808784
0.40175,0.5824806050012187
0.41450000000000004,0.5647413444880065
0.4272500000000001,0.547094683242481
0.44,0.5298487205243521
0.45275,0.5133343087973377
0.4655,0.49788163480245484
0.47825,0.48379988148610087
0.491,0.4713611087684314
0.50375,0.4607887553087285
0.5165,0.45225053718928154
0.52925,0.44585509516413946
0.542,0.44165154903657217
0.55475,0.43963112723011044
0.5675,0.439730188620771
0.58025,0.44183416943977893
0.593,0.4457822058675007
0.60575,0.4513723564270981
0.6185,0.45836745391045053
0.63125,0.46650165339828514
0.644,0.47548772590565386
0.65675,0.4850250943790318
0.6695,0.49480853072639724
0.68225,0.5045373327232185
0.695,0.5139246842495586
0.70775,0.5227067882343225
0.7205,0.5306512743679387
0.73325,0.5375643478426648
0.746,0.543296175983842
0.75875,0.5477441084845524
0.7715,0.550853486365484
0.78425,0.5526160022210443
0.797,0.553065811387163
0.8097500000000001,0.5522738309728468
0.8224999999999999,0.5503408607606207
0.8352500000000002,0.547390274551368
0.848,0.5435610317046696
0.86075,0.5390016367807563
0.8735,0.5338654463386389
0.8862500000000002,0.5283074265192558
0.899,0.5224821610804529
0.9117499999999998,0.5165426607856073
0.9245,0.5106393852193006
0.9372499999999999,0.5049188849745601
0.9500000000000001,0.499521598465845
0.9627499999999999,0.4945785554227055
0.9755000000000001,0.49020699520362876
0.98825,0.4865051504982718
1.0009999999999997,0.4835466353308367
1.01375,0.4813749862317106
1.0265000000000002,0.4799989313638525
1.03925,0.4793889175696854
1.0519999999999998,0.479475336410463
1.06475,0.4801487850567727
1.0775,0.48126259196753735
1.09025,0.4826377284603492
1.103,0.4840701007411256
1.11575,0.48534005707524647
1.1285,0.48622374586861467
1.14125,0.4865057324539382
1.154,0.4859920517908247
1.1667500000000002,0.4845226819776923
1.1795,0.48198231963404714
1.1922499999999998,0.47830837124914366
1.205,0.47349527332592894
1.2177500000000003,0.46759460985599216
1.2305,0.4607109557713534
1.24325,0.4529938557001855
1.256,0.4446267600691266
1.26875,0.4358140188365138
1.2815,0.4267671473143108
1.29425,0.417691535804728
1.3070000000000002,0.40877460851256747
1.3197499999999998,0.4001761935081136
1.3324999999999998,0.3920215921561804
1.34525,0.3843975745818536
1.3580000000000003,0.3773513051635573
1.3707499999999997,0.37089202862652726
1.3835,0.36499521639993143
1.39625,0.35960876855064355
1.4090000000000003,0.3546607729095903
1.4217499999999998,0.3500682317108077
1.4345,0.3457460812789211
1.4472500000000001,0.341615769911936
1.4600000000000002,0.3376126513032482
1.4727499999999998,0.3336915242989837
1.4854999999999998,0.32982981945560913
1.4982500000000003,0.32602818814823953
1.5109999999999995,0.3223085526726121
1.52375,0.31870997001548806
1.5365,0.31528289146730115
1.5492500000000005,0.31208252535815884
1.5619999999999998,0.3091620188488235
1.57475,0.3065660848151074
1.5875000000000001,0.3043255529383482
1.6002499999999993,0.3024531713171912
1.6129999999999998,0.3009408686188357
1.62575,0.2997586240485447
1.6385000000000003,0.2988550684389041
1.6512500000000008,0.29815991539300424
1.6640000000000004,0.29758825141918094
