Time,Normalized Dimensionless Airflow
0.032,0.8540657766743076
0.04475,0.8645249217683244
0.0575,0.8746850051677384
0.07025,0.8844089236873667
0.083,0.8935977947597606
0.09575,0.9022002312319078
0.1085,0.9102163982417862
0.12125,0.9176961892686755
0.134,0.9247315530775088
0.14675,0.931443669735791
0.1595,0.9379662391123247
0.17225,0.9444265557536251
0.185,0.9509262647017604
0.19775,0.9575237076694558
0.2105,0.9642195848799395
0.22325,0.9709473074816788
0.236,0.9775689524432881
0.24875,0.9838772171419082
0.2615,0.9896032581078112
0.27425,0.9944298272246691
0.287,0.9980087161997938
0.29975,0.9999812053125358
0.3125,1.0
0.32525,0.9977510408663478
0.338,0.9929735978128832
0.35074999999999995,0.9854772086695335
0.3635,0.9751542871517739
0.37625,0.9619875814084972
0.389,0.946052079298816
0.40175,0.9275113900186065
0.41450000000000004,0.9066090429261027
0.4272500000000001,0.8836554968449408
0.44,0.8590119197264895
0.45275,0.8330719654654821
0.4655,0.806242841471639
0.47825,0.778926936724187
0.491,0.7515051786545133
0.50375,0.7243231197138136
0.5165,0.6976805283569335
0.52925,0.6718249801047934
0.542,0.6469496212543427
0.55475,0.6231949277766161
0.5675,0.6006539322387938
0.58025,0.5793800776868939
0.593,0.5593966189040805
0.60575,0.5407063675551911
0.6185,0.523300601154885
0.63125,0.507166141970647
0.644,0.49228994641480345
0.65675,0.4786609785513719
0.6695,0.4662695963653563
0.68225,0.45510507035758585
0.695,0.445152104417663
0.70775,0.4363872882367068
0.7205,0.4287762674892381
0.73325,0.4222721104707433
0.746,0.4168149656810807
0.75875,0.4123327641936458
0.7715,0.40874253442321845
0.78425,0.40595191632472055
0.797,0.40386065370096663
0.8097500000000001,0.4023621091835861
0.8224999999999999,0.4013450716193669
0.8352500000000002,0.40069622046547143
0.848,0.4003035341340734
0.86075,0.4000606897882524
0.8735,0.3998721612728209
0.8862500000000002,0.3996583793510002
0.899,0.3993600910444865
0.9117499999999998,0.3989410377955235
0.9245,0.3983882953647469
0.9372499999999999,0.39771002854014786
0.9500000000000001,0.39693089850691654
0.9627499999999999,0.3960857964925161
0.9755000000000001,0.39521286766495145
0.98825,0.3943468807663891
1.0009999999999997,0.3935138821002778
1.01375,0.3927277793905371
1.0265000000000002,0.3919891020577232
1.03925,0.39128577661906366
1.0519999999999998,0.39059543683579756
1.06475,0.38988862333850216
1.0775,0.3891322302589755
1.09025,0.38829269305559205
1.103,0.38733862142013653
1.11575,0.38624279730791305
1.1285,0.38498362463145525
1.14125,0.3835462002443199
1.154,0.381923170835985
1.1667500000000002,0.38011547082088143
1.1795,0.37813294394392266
1.1922499999999998,0.37599477800428344
1.205,0.3737296514993043
1.2177500000000003,0.37137550135314207
1.2305,0.3689788533202746
1.24325,0.36659369071738807
1.256,0.3642798615312548
1.26875,0.3621010374485413
1.2815,0.3601222454315521
1.29425,0.3584070002243455
1.3070000000000002,0.35701408472458196
1.3197499999999998,0.3559940672557429
